date,gross_trades_value,stock_PL,option_PL,net_PL,cash,position_value
2018-05-03,185822.50417600005,-266407.44948399754,375954.0,109546.55051600249,10633443.255356003,10118328.943198003
2018-05-04,737179.141636,-266407.44948399754,375954.0,109546.55051600249,9896264.113720002,10118197.834138002
2018-05-07,206786.58080399985,-266407.44948399754,375954.0,109546.55051600249,9689477.532916002,10119830.979948003
2018-05-08,19265.75176000005,-266407.44948399754,375954.0,109546.55051600249,9670211.781156002,10122315.979948001
2018-05-09,643167.0052499999,-266407.44948399754,375954.0,109546.55051600249,9027044.775906002,10122556.311856002
2018-05-10,483923.0359600001,-266407.44948399754,375954.0,109546.55051600249,8543121.739946002,10120048.316348001
2018-05-11,299827.36162499984,-266407.44948399754,375954.0,109546.55051600249,8243294.378321003,10122610.628231004
2018-05-14,13219.384076000026,-266407.44948399754,375954.0,109546.55051600249,8230074.994245003,10123372.771469003
2018-05-15,369662.9865899999,-266407.44948399754,375954.0,109546.55051600249,8599737.980835002,10121388.504925001
2018-05-16,356201.8542640001,-258293.32910899745,375995.0,117701.67089100258,9223478.707531001,10122849.423691
2018-05-17,17050.457232000055,-258293.32910899745,375995.0,117701.67089100258,9240529.164763002,10122926.183371002
2018-05-18,44895.83265600005,-261161.68517299765,385499.0,124337.3148270024,10124337.314827003,10124337.314827003
2018-05-21,0.0,-261161.68517299765,385499.0,124337.3148270024,10124337.314827003,10124337.314827003
2018-05-22,0.0,-261161.68517299765,385499.0,124337.3148270024,10124337.314827003,10124337.314827003
2018-05-23,0.0,-261161.68517299765,385499.0,124337.3148270024,10124337.314827003,10124337.314827003
2018-05-24,0.0,-261161.68517299765,385499.0,124337.3148270024,10124337.314827003,10124337.314827003
2018-05-25,0.0,-261161.68517299765,385499.0,124337.3148270024,10124337.314827003,10124337.314827003
2018-05-29,0.0,-261161.68517299765,385499.0,124337.3148270024,10124337.314827003,10124337.314827003
2018-05-30,0.0,-261161.68517299765,385499.0,124337.3148270024,10124337.314827003,10124337.314827003
2018-05-31,0.0,-261161.68517299765,385499.0,124337.3148270024,10124337.314827003,10124337.314827003
2018-06-01,0.0,-261161.68517299765,385499.0,124337.3148270024,10124337.314827003,10124337.314827003
2018-06-04,0.0,-261161.68517299765,385499.0,124337.3148270024,10124337.314827003,10124337.314827003
2018-06-05,0.0,-261161.68517299765,385499.0,124337.3148270024,10124337.314827003,10124337.314827003
2018-06-06,0.0,-261161.68517299765,385499.0,124337.3148270024,10124337.314827003,10124337.314827003
2018-06-07,0.0,-261161.68517299765,385499.0,124337.3148270024,10124337.314827003,10124337.314827003
2018-06-08,0.0,-261161.68517299765,385499.0,124337.3148270024,10124337.314827003,10124337.314827003
2018-06-11,0.0,-261161.68517299765,385499.0,124337.3148270024,10124337.314827003,10124337.314827003
2018-06-12,0.0,-261161.68517299765,385499.0,124337.3148270024,10124337.314827003,10124337.314827003
2018-06-13,0.0,-261161.68517299765,385499.0,124337.3148270024,10124337.314827003,10124337.314827003
2018-06-14,0.0,-261161.68517299765,385499.0,124337.3148270024,10124337.314827003,10124337.314827003
2018-06-15,0.0,-261161.68517299765,385499.0,124337.3148270024,10124337.314827003,10124337.314827003
2018-06-18,0.0,-261161.68517299765,385499.0,124337.3148270024,10124337.314827003,10124337.314827003
2018-06-19,0.0,-261161.68517299765,385499.0,124337.3148270024,10124337.314827003,10124337.314827003
2018-06-20,0.0,-261161.68517299765,385499.0,124337.3148270024,10124337.314827003,10124337.314827003
2018-06-21,0.0,-261161.68517299765,385499.0,124337.3148270024,10124337.314827003,10124337.314827003
2018-06-22,0.0,-261161.68517299765,385499.0,124337.3148270024,10124337.314827003,10124337.314827003
2018-06-25,104263.05499999993,-261161.68517299765,385499.0,124337.3148270024,10102474.259827003,10123387.314827003
2018-06-26,66043.61400000006,-261161.68517299765,385499.0,124337.3148270024,10036430.645827003,10125726.937827002
2018-06-27,193602.93349999993,-261161.68517299765,385499.0,124337.3148270024,10230033.579327002,10122256.230327003
2018-06-28,402717.032416,-261161.68517299765,385499.0,124337.3148270024,9903268.546911003,10125574.438727003
2018-06-29,134195.081336,-261161.68517299765,385499.0,124337.3148270024,9769073.465575002,10131938.485343002
2018-07-02,217659.84270600002,-261161.68517299765,385499.0,124337.3148270024,9551413.622869002,10140457.106441002
2018-07-03,338912.5061699999,-261161.68517299765,385499.0,124337.3148270024,9890326.129039003,10140024.575049002
2018-07-05,811436.3562919998,-261161.68517299765,385499.0,124337.3148270024,9078889.772747003,10142409.286218002
2018-07-06,883125.6093540001,-261161.68517299765,385499.0,124337.3148270024,8195764.163393003,10144973.847809004
2018-07-09,824143.5470100003,-261161.68517299765,385499.0,124337.3148270024,7371620.616383003,10145488.285313003
2018-07-10,180300.1762099999,-261161.68517299765,385499.0,124337.3148270024,7191320.440173002,10143928.622013003
2018-07-11,514605.302258,-261161.68517299765,385499.0,124337.3148270024,7705925.742431003,10142270.778589003
2018-07-12,714281.2030899998,-261161.68517299765,385499.0,124337.3148270024,6991644.539341003,10141736.962692004
2018-07-13,49982.22042299983,-261161.68517299765,385499.0,124337.3148270024,6941662.318918003,10142216.807998002
2018-07-16,121484.34601800017,-250383.8909229976,382249.0,131865.10907700242,7950740.978000003,10146718.154998003
2018-07-17,70244.86142699997,-250383.8909229976,382249.0,131865.10907700242,7880496.116573002,10145955.720259003
2018-07-18,68989.78380600002,-224577.0609229974,364749.0,140171.93907700264,9035192.387267003,10145942.048801003
2018-07-19,78035.22800000003,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-07-20,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-07-23,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-07-24,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-07-25,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-07-26,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-07-27,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-07-30,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-07-31,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-08-01,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-08-02,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-08-03,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-08-06,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-08-07,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-08-08,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-08-09,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-08-10,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-08-13,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-08-14,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-08-15,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-08-16,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-08-17,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-08-20,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-08-21,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-08-22,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-08-23,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-08-24,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-08-27,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-08-28,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-08-29,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-08-30,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-08-31,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-09-04,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-09-05,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-09-06,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-09-07,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-09-10,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-09-11,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-09-12,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-09-13,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-09-14,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-09-17,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-09-18,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-09-19,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-09-20,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-09-21,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-09-24,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-09-25,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-09-26,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-09-27,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-09-28,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-10-01,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-10-02,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-10-03,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-10-04,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-10-05,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-10-08,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-10-09,0.0,-211246.32073299767,358357.0,147110.67926700236,10147110.679267002,10147110.679267002
2018-10-10,179066.70103000005,-211246.32073299767,358357.0,147110.67926700236,10085055.978237003,10146032.679267002
2018-10-11,422857.42859600007,-211246.32073299767,358357.0,147110.67926700236,10507913.406833002,10137933.138134003
2018-10-12,633070.6246399998,-211246.32073299767,358357.0,147110.67926700236,9979934.782193003,10148643.977368003
2018-10-15,347348.2147199998,-211246.32073299767,358357.0,147110.67926700236,10327282.996913003,10160648.693793003
2018-10-16,2063269.60616,-211246.32073299767,358357.0,147110.67926700236,8336397.390753003,10150798.899993002
2018-10-17,70758.76898000004,-211246.32073299767,358357.0,147110.67926700236,8265638.621773003,10157445.980148003
2018-10-18,1597528.9263999998,-211246.32073299767,358357.0,147110.67926700236,9863167.548173003,10137008.654773002
2018-10-19,54983.2517500002,-211246.32073299767,358357.0,147110.67926700236,9918150.799923003,10144649.250048002
2018-10-22,735304.3189739998,-211246.32073299767,358357.0,147110.67926700236,10653455.118897002,10166105.269204002
2018-10-23,868417.510123,-211246.32073299767,358357.0,147110.67926700236,11521872.629020002,10149899.176224
2018-10-24,4509223.022236,-211246.32073299767,358357.0,147110.67926700236,16031095.651256002,10018188.700268002
2018-10-25,2694540.0444159997,-211246.32073299767,358357.0,147110.67926700236,13465723.606840001,10042162.411384001
2018-10-26,2893145.3718279996,-211246.32073299767,358357.0,147110.67926700236,16358868.978668002,9974942.529084003
2018-10-29,1462013.805732,-211246.32073299767,358357.0,147110.67926700236,17820882.784400005,10001890.320140004
2018-10-30,2614971.8311879993,-211246.32073299767,358357.0,147110.67926700236,15316678.953212002,10022992.958830003
2018-10-31,2357785.994063,-239654.2281209974,374429.0,134774.77187900263,11958998.773636002,10052240.762154002
2018-11-01,2603088.7819859996,-274891.71116099734,407936.0,133044.2888390027,8955181.437469004,10086962.980522003
2018-11-02,1741480.2480309997,-303216.1231219973,427065.0,123848.87687800273,10157433.395990003,10090721.998036003
2018-11-05,1595570.9877579997,-332309.8508119972,447315.0,115005.14918800285,8584234.693857003,10107892.890136003
2018-11-06,1544325.78164,-349285.2982489972,456168.0,106882.70175100284,6309259.549969004,10101051.720889004
2018-11-07,5596134.050691,-349285.2982489972,456168.0,106882.70175100284,713125.4992780031,10086691.617504003
2018-11-08,500564.26339999994,-369613.47971899714,471449.0,101835.52028100287,1108449.7931780024,10105729.408578001
2018-11-09,1997486.8136959998,-396437.25631899707,491009.0,94571.74368100295,3632367.813274003,10087355.116506003
2018-11-12,3058921.431565,-430771.96629399713,508019.0,77247.03370600285,7351352.933939003,10060378.016298003
2018-11-13,420255.6986159996,-464004.30987799703,529139.0,65134.69012200297,7432118.888027003,10078507.438861003
2018-11-14,1340913.8976599996,-480904.10711599706,551182.0,70277.89288400294,9494269.809887003,10074746.807807004
2018-11-15,2517667.9481799994,-505966.077571997,581854.0,75887.92242800299,7314808.250623003,10087737.391279003
2018-11-16,349691.63792900037,-509199.681355997,594797.0,85597.318644003,7468982.290775003,10112572.883367004
2018-11-19,3538471.31441,-524225.2050259968,615317.0,91091.79497400322,11819921.132485002,10087444.975415003
2018-11-20,2920487.331972,-547417.2722299969,639237.0,91819.72777000313,15371712.103081003,10050376.776761003
2018-11-21,485808.8629180002,-565421.9015539968,659169.0,93747.09844600316,14770202.822715003,10094380.109361004
2018-11-23,956940.071725,-572864.2701389968,663720.0,90855.72986100317,14985310.324115003,10091338.444440003
2018-11-26,2128978.778,-594678.2443429967,682464.0,87785.7556570032,12177678.787115002,10105781.210865002
2018-11-27,657261.1407999999,-594678.2443429967,682464.0,87785.7556570032,11520417.646315003,10098782.860515002
2018-11-28,4078381.5239979997,-594678.2443429967,682464.0,87785.7556570032,7442036.122317004,10035233.579605004
2018-11-29,406720.70718999987,-594678.2443429967,682464.0,87785.7556570032,7848756.829507004,10033196.961445004
2018-11-30,922860.2398649999,-594678.2443429967,682464.0,87785.7556570032,6925896.589642004,10022593.599522004
2018-12-03,2482608.87221,-610298.7241629965,694608.0,84309.27583700344,4576539.513032003,10059884.875002004
2018-12-04,4473309.95915,-686681.8497669961,724756.0,38074.150233003864,9750688.642882004,9942159.756757004
2018-12-06,726807.876392,-718674.3861219961,737743.0,19068.613878003875,9635120.742434004,9956446.153402004
2018-12-07,1496462.737154,-742354.0671399961,732199.0,-10155.067139996077,10739583.950044004,9932255.071773004
2018-12-10,603879.076376,-772330.891643996,746147.0,-26183.891643995972,10243053.553788004,9950924.791623004
2018-12-11,95340.98550600006,-800223.7339709961,771188.0,-29035.733970996043,10266340.403553003,9956950.888053004
2018-12-12,95041.02449400007,-800223.7339709961,771188.0,-29035.733970996043,10171299.379059004,9958376.552553004
2018-12-13,37704.00843299999,-800223.7339709961,771188.0,-29035.733970996043,10209003.387492005,9961791.871902004
2018-12-14,428024.2820490001,-800223.7339709961,771188.0,-29035.733970996043,10637027.669541003,9957246.566202004
2018-12-17,386631.529216,-804534.6800909961,756953.0,-47581.68009099606,10068680.928805005,9950682.319909004
2018-12-18,130016.49139199994,-804534.6800909961,756953.0,-47581.68009099606,10198697.420197004,9949142.151717005
2018-12-19,660597.414888,-804534.6800909961,756953.0,-47581.68009099606,10859294.835085005,9957013.601637004
2018-12-20,483765.474192,-804534.6800909961,756953.0,-47581.68009099606,11343060.309277004,9942806.190369003
2018-12-21,702139.32668,-804534.6800909961,756953.0,-47581.68009099606,12045199.635957005,9947422.984597005
2018-12-24,498088.26395999984,-804534.6800909961,756953.0,-47581.68009099606,12543287.899917005,9937323.875925004
2018-12-26,1447424.996478,-804534.6800909961,756953.0,-47581.68009099606,11247638.903439004,9904178.134933004
2018-12-27,517622.8578180001,-804534.6800909961,756953.0,-47581.68009099606,10875168.045621004,9897408.456720004
2018-12-28,209962.79837500016,-804534.6800909961,756953.0,-47581.68009099606,11085130.843996005,9924301.765296005
2018-12-31,489520.27836800023,-804534.6800909961,756953.0,-47581.68009099606,10595610.565628005,9951945.019420005
2019-01-02,166759.70560200003,-804534.6800909961,756953.0,-47581.68009099606,10762370.271230005,9996655.438346004
2019-01-03,2039473.561626,-804534.6800909961,756953.0,-47581.68009099606,12801843.832856005,9973180.637332005
2019-01-04,3037812.947604,-804534.6800909961,756953.0,-47581.68009099606,9873104.885252004,9939106.183340004
2019-01-07,20259.76552200003,-850883.400298996,791001.0,-59882.400298996006,8720254.446550004,9948917.681748005
2019-01-08,433008.56570699986,-900680.4928789958,830241.0,-70439.49287899588,7978599.781543004,9951663.077267004
2019-01-09,546595.832555,-900680.4928789958,830241.0,-70439.49287899588,7520927.948988004,9957239.934707005
2019-01-10,436780.08579200006,-900680.4928789958,830241.0,-70439.49287899588,7173787.863196004,9959542.524764005
2019-01-11,431476.6747520001,-900680.4928789958,830241.0,-70439.49287899588,6828147.188444004,9984977.567124005
2019-01-14,919039.8531599999,-900680.4928789958,830241.0,-70439.49287899588,7747187.041604005,9997062.356844004
2019-01-15,1805425.5052200002,-900680.4928789958,830241.0,-70439.49287899588,5941761.536384004,9991990.720014006
2019-01-16,221307.62070599987,-883422.4109659959,826416.0,-57006.410965995936,6751858.906856004,9992627.608148005
2019-01-17,990045.2761520002,-865513.0497019959,825408.0,-40105.049701996,6849642.546672003,9993717.310840003
2019-01-18,1277013.3070859998,-865513.0497019959,825408.0,-40105.049701996,5572629.239586004,9981251.324890003
2019-01-22,1319797.9074660002,-865513.0497019959,825408.0,-40105.049701996,6892427.147052004,9970484.888250005
2019-01-23,406127.0024799999,-865513.0497019959,825408.0,-40105.049701996,6579588.144572004,9976717.488865003
2019-01-24,305749.2744,-865513.0497019959,825408.0,-40105.049701996,6360910.870172003,9996575.285487004
2019-01-25,1586021.6190359998,-840160.7652619961,809679.0,-30481.76526199618,5788711.7654420035,10001782.735406004
2019-01-28,1212361.0809840001,-832670.905867996,809109.0,-23561.905867996134,7679852.128298005,10002268.087730005
2019-01-29,33494.7809700002,-832173.8639999959,817297.0,-14876.863999995914,8525116.735198004,10006404.250735004
2019-01-30,2589163.128094,-825056.4896809959,815577.0,-9479.489680996012,6511926.005782004,9997244.376204005
2019-01-31,713178.5309390002,-824511.0149029162,806802.0,-17709.014902916188,6291946.808291084,9981619.435317084
2019-02-01,180582.76058400006,-812250.0104069161,795762.0,-16488.010406916143,6992239.598339084,9997372.553983085
2019-02-04,1132437.6869519998,-812250.0104069161,795762.0,-16488.010406916143,5859801.911387085,10009370.546043085
2019-02-05,314815.9703800001,-812250.0104069161,795762.0,-16488.010406916143,5544985.941007084,10003933.085547086
2019-02-06,23999.3471900001,-812250.0104069161,795762.0,-16488.010406916143,5520986.593817084,10010835.714723084
2019-02-07,1076088.480636,-812250.0104069161,795762.0,-16488.010406916143,6597075.074453085,10010012.586783085
2019-02-08,486245.5565999997,-812250.0104069161,795762.0,-16488.010406916143,6110829.517853084,10022140.176918084
2019-02-11,77299.16612600011,-812250.0104069161,795762.0,-16488.010406916143,6188128.683979084,10020755.930343084
2019-02-12,1349951.9193500003,-797473.8981329158,788244.0,-9229.89813291586,5724693.296369084,10009846.591999084
2019-02-13,88456.47768799975,-779015.2385649156,776744.0,-2271.238564915662,6502431.779537084,10010456.855126083
2019-02-14,233776.44860999982,-765815.9861169157,766472.0,656.0138830842143,7712921.7937790835,10010151.263555083
2019-02-15,681795.8189579999,-765815.9861169157,766472.0,656.0138830842143,7031125.974821083,10011300.930603083
2019-02-19,421141.8820900001,-712855.3034289159,721637.0,8781.696571083985,9120595.987706084,10013569.936331084
2019-02-20,87176.71363500008,-712855.3034289159,721637.0,8781.696571083985,9033419.274071084,10014506.784131084
2019-02-21,124261.72137000009,-707437.0462089159,722582.0,15144.953791084066,10015144.953791084,10015144.953791084
2019-02-22,0.0,-707437.0462089159,722582.0,15144.953791084066,10015144.953791084,10015144.953791084
2019-02-25,0.0,-707437.0462089159,722582.0,15144.953791084066,10015144.953791084,10015144.953791084
2019-02-26,0.0,-707437.0462089159,722582.0,15144.953791084066,10015144.953791084,10015144.953791084
2019-02-27,0.0,-707437.0462089159,722582.0,15144.953791084066,10015144.953791084,10015144.953791084
2019-02-28,0.0,-707437.0462089159,722582.0,15144.953791084066,10015144.953791084,10015144.953791084
2019-03-01,0.0,-707437.0462089159,722582.0,15144.953791084066,10015144.953791084,10015144.953791084
2019-03-04,0.0,-707437.0462089159,722582.0,15144.953791084066,10015144.953791084,10015144.953791084
2019-03-05,0.0,-707437.0462089159,722582.0,15144.953791084066,10015144.953791084,10015144.953791084
2019-03-06,0.0,-707437.0462089159,722582.0,15144.953791084066,10015144.953791084,10015144.953791084
2019-03-07,0.0,-707437.0462089159,722582.0,15144.953791084066,10015144.953791084,10015144.953791084
2019-03-08,0.0,-707437.0462089159,722582.0,15144.953791084066,10015144.953791084,10015144.953791084
2019-03-11,0.0,-707437.0462089159,722582.0,15144.953791084066,10015144.953791084,10015144.953791084
2019-03-12,0.0,-707437.0462089159,722582.0,15144.953791084066,10015144.953791084,10015144.953791084
2019-03-13,0.0,-707437.0462089159,722582.0,15144.953791084066,10015144.953791084,10015144.953791084
2019-03-14,0.0,-707437.0462089159,722582.0,15144.953791084066,10015144.953791084,10015144.953791084
2019-03-15,0.0,-707437.0462089159,722582.0,15144.953791084066,10015144.953791084,10015144.953791084
2019-03-18,0.0,-707437.0462089159,722582.0,15144.953791084066,10015144.953791084,10015144.953791084
2019-03-19,0.0,-707437.0462089159,722582.0,15144.953791084066,10015144.953791084,10015144.953791084
2019-03-20,0.0,-707437.0462089159,722582.0,15144.953791084066,10015144.953791084,10015144.953791084
2019-03-21,0.0,-707437.0462089159,722582.0,15144.953791084066,10015144.953791084,10015144.953791084
2019-03-22,0.0,-707437.0462089159,722582.0,15144.953791084066,10015144.953791084,10015144.953791084
2019-03-25,101198.342784,-707437.0462089159,722582.0,15144.953791084066,9992318.611007083,10014304.953791084
2019-03-26,181487.19254400005,-707437.0462089159,722582.0,15144.953791084066,9810831.418463083,10017287.201759083
2019-03-27,126934.98068999997,-707437.0462089159,722582.0,15144.953791084066,9937766.399153084,10017271.505183084
2019-03-28,101107.13835599994,-707437.0462089159,722582.0,15144.953791084066,9836659.260797083,10019138.254235083
2019-03-29,172010.15092800005,-707437.0462089159,722582.0,15144.953791084066,9664649.109869083,10020046.407341084
2019-04-01,280803.27928799996,-707437.0462089159,722582.0,15144.953791084066,9383845.830581084,10018967.545781083
2019-04-02,38799.49449600001,-707437.0462089159,722582.0,15144.953791084066,9345046.336085083,10020054.707381083
2019-04-03,8399.09464799992,-707437.0462089159,722582.0,15144.953791084066,9336647.241437083,10019038.209941084
2019-04-04,87547.62710399998,-707437.0462089159,722582.0,15144.953791084066,9249099.614333084,10020373.345253084
2019-04-05,125034.14901600004,-707437.0462089159,722582.0,15144.953791084066,9124065.465317084,10021248.403913084
2019-04-08,14212.97312400001,-707437.0462089159,722582.0,15144.953791084066,9109852.492193084,10021631.492129084
2019-04-09,42878.94886799995,-707437.0462089159,722582.0,15144.953791084066,9152731.441061083,10022433.150497083
2019-04-10,87379.89178799995,-707437.0462089159,722582.0,15144.953791084066,9065351.549273083,10023144.334985083
2019-04-11,32121.350352,-707437.0462089159,722582.0,15144.953791084066,9097472.899625083,10022572.602761082
2019-04-12,157574.2896000001,-707437.0462089159,722582.0,15144.953791084066,8939898.610025084,10023244.995881084
2019-04-15,205897.10820000013,-690040.6238229158,713342.0,23301.376177084137,10023301.376177084,10023301.376177084
2019-04-16,0.0,-690040.6238229158,713342.0,23301.376177084137,10023301.376177084,10023301.376177084
2019-04-17,0.0,-690040.6238229158,713342.0,23301.376177084137,10023301.376177084,10023301.376177084
2019-04-18,0.0,-690040.6238229158,713342.0,23301.376177084137,10023301.376177084,10023301.376177084
2019-04-22,0.0,-690040.6238229158,713342.0,23301.376177084137,10023301.376177084,10023301.376177084
2019-04-23,0.0,-690040.6238229158,713342.0,23301.376177084137,10023301.376177084,10023301.376177084
2019-04-24,0.0,-690040.6238229158,713342.0,23301.376177084137,10023301.376177084,10023301.376177084
2019-04-25,0.0,-690040.6238229158,713342.0,23301.376177084137,10023301.376177084,10023301.376177084
2019-04-26,0.0,-690040.6238229158,713342.0,23301.376177084137,10023301.376177084,10023301.376177084
2019-04-29,0.0,-690040.6238229158,713342.0,23301.376177084137,10023301.376177084,10023301.376177084
2019-04-30,0.0,-690040.6238229158,713342.0,23301.376177084137,10023301.376177084,10023301.376177084
2019-05-01,0.0,-690040.6238229158,713342.0,23301.376177084137,10023301.376177084,10023301.376177084
2019-05-02,0.0,-690040.6238229158,713342.0,23301.376177084137,10023301.376177084,10023301.376177084
2019-05-03,0.0,-690040.6238229158,713342.0,23301.376177084137,10023301.376177084,10023301.376177084
2019-05-06,0.0,-690040.6238229158,713342.0,23301.376177084137,10023301.376177084,10023301.376177084
2019-05-07,0.0,-690040.6238229158,713342.0,23301.376177084137,10023301.376177084,10023301.376177084
2019-05-08,0.0,-690040.6238229158,713342.0,23301.376177084137,10023301.376177084,10023301.376177084
2019-05-09,0.0,-690040.6238229158,713342.0,23301.376177084137,10023301.376177084,10023301.376177084
2019-05-10,0.0,-690040.6238229158,713342.0,23301.376177084137,10023301.376177084,10023301.376177084
2019-05-13,100457.79682399999,-690040.6238229158,713342.0,23301.376177084137,10025363.579353083,10022333.376177084
2019-05-14,304713.9056,-690040.6238229158,713342.0,23301.376177084137,9804889.673753085,10024802.303913085
2019-05-15,264074.909016,-690040.6238229158,713342.0,23301.376177084137,9540814.764737085,10031263.212897085
2019-05-16,409777.55448000005,-690040.6238229158,713342.0,23301.376177084137,9131037.210257083,10033113.491937082
2019-05-17,274519.24963200005,-690040.6238229158,713342.0,23301.376177084137,9405556.459889084,10031679.919313084
2019-05-20,263842.97840499994,-690040.6238229158,713342.0,23301.376177084137,9669399.438294083,10034253.919109084
2019-05-21,673087.198875,-690040.6238229158,713342.0,23301.376177084137,8996312.239419084,10039696.803141084
2019-05-22,175216.41019199998,-690040.6238229158,713342.0,23301.376177084137,9171528.649611084,10044812.742005084
2019-05-23,944295.2406339999,-690040.6238229158,713342.0,23301.376177084137,10115823.890245084,10034835.967743084
2019-05-24,174623.04082799994,-690040.6238229158,713342.0,23301.376177084137,9941200.849417083,10041499.848191082
2019-05-28,814670.2047899999,-690040.6238229158,713342.0,23301.376177084137,10755871.054207083,10043986.801912082
2019-05-29,628322.4735460001,-690040.6238229158,713342.0,23301.376177084137,11384193.527753083,10047440.897876084
2019-05-30,196706.18862900004,-690040.6238229158,713342.0,23301.376177084137,11187487.339124084,10050139.022400083
2019-05-31,1153363.710247,-690040.6238229158,713342.0,23301.376177084137,12340851.049371082,10044307.477408081
2019-06-03,260582.7980220001,-694253.7486069159,730678.0,36424.25139308402,11881818.390729083,10047328.448238082
