ticker,date,open,high,low,close,volume,dividend,split,adj_open,adj_high,adj_low,adj_close,adj_volume
SPY,10/12/93,46.2187,46.25,46.1875,46.2187,26200,0,1,26.5864953,26.60450007,26.56854804,26.5864953,26200
SPY,10/13/93,46.25,46.25,46.1562,46.2187,139100,0,1,26.60450007,26.60450007,26.55054327,26.5864953,139100
SPY,10/14/93,46.4062,46.8125,46.2812,46.8125,108100,0,1,26.69435138,26.92806832,26.62244732,26.92806832,108100
SPY,10/15/93,47.0312,47.1562,46.9062,47.0625,1502500,0,1,27.05387165,27.1257757,26.98196759,27.07187642,1502500
SPY,10/18/93,47.0312,47.0312,46.875,46.9375,722400,0,1,27.05387165,27.05387165,26.96402034,26.99997237,722400
SPY,10/19/93,46.875,46.9687,46.5937,46.5937,880100,0,1,26.96402034,27.01791962,26.80220746,26.80220746,880100
SPY,10/20/93,46.75,46.75,46.5625,46.6562,230400,0,1,26.89211629,26.89211629,26.78426021,26.83815949,230400
SPY,10/21/93,46.6875,46.6875,46.5312,46.5937,56200,0,1,26.85616426,26.85616426,26.76625543,26.80220746,56200
SPY,10/22/93,46.6562,46.8437,46.375,46.375,390700,0,1,26.83815949,26.94601557,26.67640413,26.67640413,390700
SPY,10/25/93,46.4062,46.5625,46.2812,46.5,114500,0,1,26.69435138,26.78426021,26.62244732,26.74830818,114500
SPY,10/26/93,46.4687,46.5,46.3125,46.4687,186200,0,1,26.7303034,26.74830818,26.6404521,26.7303034,186200
SPY,10/27/93,46.4062,46.5312,46.4062,46.5,118400,0,1,26.69435138,26.76625543,26.69435138,26.74830818,118400
SPY,10/28/93,46.5625,46.9687,46.5625,46.8437,129600,0,1,26.78426021,27.01791962,26.78426021,26.94601557,129600
SPY,10/29/93,46.8125,46.875,46.7812,46.8437,80700,0,1,26.92806832,26.96402034,26.91006354,26.94601557,80700
SPY,11/1/93,46.7812,47,46.7812,46.9687,36400,0,1,26.91006354,27.0359244,26.91006354,27.01791962,36400
SPY,11/2/93,46.9062,47,46.6562,46.9375,262100,0,1,26.98196759,27.0359244,26.83815949,26.99997237,262100
SPY,11/3/93,46.9062,46.9062,46.125,46.3437,479100,0,1,26.98196759,26.98196759,26.53259602,26.65839935,479100
SPY,11/4/93,46.3437,46.3437,45.8125,45.8437,130400,0,1,26.65839935,26.65839935,26.35283588,26.37078313,130400
SPY,11/8/93,46.0937,46.25,45.9687,46.125,367600,0,1,26.51459124,26.60450007,26.44268719,26.53259602,367600
SPY,11/9/93,46.4375,46.4687,46.125,46.1562,246900,0,1,26.71235615,26.7303034,26.53259602,26.55054327,246900
SPY,11/10/93,46.1562,46.5,46.0312,46.5,46500,0,1,26.55054327,26.74830818,26.47863921,26.74830818,46500
SPY,11/11/93,46.5,46.625,46.3437,46.375,88900,0,1,26.74830818,26.82021223,26.65839935,26.67640413,88900
SPY,11/16/93,46.6562,46.8125,46.4687,46.7812,492600,0,1,26.83815949,26.92806832,26.7303034,26.91006354,492600
SPY,11/17/93,46.8125,46.8125,46.4062,46.5312,39600,0,1,26.92806832,26.92806832,26.69435138,26.76625543,39600
SPY,11/18/93,46.4687,46.5625,46.2812,46.4062,240800,0,1,26.7303034,26.78426021,26.62244732,26.69435138,240800
SPY,11/19/93,46.25,46.375,46.2187,46.3125,106000,0,1,26.60450007,26.67640413,26.5864953,26.6404521,106000
SPY,11/22/93,46.1875,46.2187,45.875,46.0312,165300,0,1,26.56854804,26.5864953,26.38878791,26.47863921,165300
SPY,11/23/93,46.2812,46.3125,46.0312,46.2812,89700,0,1,26.62244732,26.6404521,26.47863921,26.62244732,89700
SPY,11/24/93,46.4062,46.5,46.3437,46.4687,77200,0,1,26.69435138,26.74830818,26.65839935,26.7303034,77200
SPY,11/26/93,46.5937,46.5937,46.4687,46.5,1019800,0,1,26.80220746,26.80220746,26.7303034,26.74830818,1019800
SPY,11/29/93,46.625,46.7187,46.3125,46.3125,517500,0,1,26.82021223,26.87411151,26.6404521,26.6404521,517500
SPY,11/30/93,46.2812,46.5625,46.25,46.3437,230000,0,1,26.62244732,26.78426021,26.60450007,26.65839935,230000
SPY,12/1/93,46.5937,46.625,46.4062,46.4062,379200,0,1,26.80220746,26.82021223,26.69435138,26.69435138,379200
SPY,12/2/93,46.5,46.5625,46.4062,46.5312,352000,0,1,26.74830818,26.78426021,26.69435138,26.76625543,352000
SPY,12/3/93,46.5,46.7187,46.5,46.7187,306000,0,1,26.74830818,26.87411151,26.74830818,26.87411151,306000
SPY,12/6/93,46.7812,46.9375,46.7812,46.875,99500,0,1,26.91006354,26.99997237,26.91006354,26.96402034,99500
SPY,12/7/93,46.875,46.9062,46.7812,46.8437,88800,0,1,26.96402034,26.98196759,26.91006354,26.94601557,88800
SPY,12/8/93,46.8437,46.8437,46.7812,46.8437,146700,0,1,26.94601557,26.94601557,26.91006354,26.94601557,146700
SPY,12/9/93,46.8437,46.9062,46.625,46.6875,416500,0,1,26.94601557,26.98196759,26.82021223,26.85616426,416500
SPY,12/10/93,46.7187,46.7187,46.5,46.5937,412900,0,1,26.87411151,26.87411151,26.74830818,26.80220746,412900
SPY,12/13/93,46.5937,46.875,46.5312,46.875,273200,0,1,26.80220746,26.96402034,26.76625543,26.96402034,273200
SPY,12/14/93,46.9062,46.9062,46.5312,46.5312,41900,0,1,26.98196759,26.98196759,26.76625543,26.76625543,41900
SPY,12/15/93,46.5937,46.625,46.4687,46.4687,82600,0,1,26.80220746,26.82021223,26.7303034,26.7303034,82600
SPY,12/16/93,46.6562,46.6562,46.5625,46.625,78200,0,1,26.83815949,26.83815949,26.78426021,26.82021223,78200
SPY,12/17/93,46.4062,46.5937,46.375,46.5625,104700,0.317,1,26.87608795,26.98467833,26.85801852,26.96660889,104700
SPY,12/20/93,46.5312,46.6562,46.5,46.625,68800,0,1,26.94848154,27.02087512,26.9304121,27.00280568,68800
SPY,12/21/93,46.5625,46.5625,46.4062,46.4687,205700,0,1,26.96660889,26.96660889,26.87608795,26.91228475,205700
SPY,12/22/93,46.5937,46.8125,46.5,46.7812,410300,0,1,26.98467833,27.11139605,26.9304121,27.0932687,410300
SPY,12/23/93,46.75,46.8437,46.6875,46.75,533800,0,1,27.07519926,27.12946549,27.03900247,27.07519926,533800
SPY,12/27/93,46.75,47,46.75,47,447100,0,1,27.07519926,27.21998642,27.07519926,27.21998642,447100
SPY,12/28/93,46.9687,47.125,46.9375,47.0937,880600,0,1,27.20185907,27.29238,27.18378963,27.27425265,880600
SPY,12/29/93,47.125,47.1562,47,47.0312,266700,0,1,27.29238,27.31044944,27.21998642,27.23805586,266700
SPY,12/30/93,47,47,46.75,46.8437,219900,0,1,27.21998642,27.21998642,27.07519926,27.12946549,219900
SPY,12/31/93,46.9375,47,46.5625,46.5937,312900,0,1,27.18378963,27.21998642,26.96660889,26.98467833,312900
SPY,1/3/94,46.5937,46.6562,46.4062,46.4687,960900,0,1,26.98467833,27.02087512,26.87608795,26.91228475,960900
SPY,1/4/94,46.5312,46.6562,46.4687,46.6562,164300,0,1,26.94848154,27.02087512,26.91228475,27.02087512,164300
SPY,1/5/94,46.7187,46.7812,46.5312,46.75,710900,0,1,27.05707191,27.0932687,26.94848154,27.07519926,710900
SPY,1/6/94,46.8125,46.8437,46.6875,46.75,201000,0,1,27.11139605,27.12946549,27.03900247,27.07519926,201000
SPY,1/7/94,46.8437,47.0625,46.7187,47.0312,775500,0,1,27.12946549,27.25618321,27.05707191,27.23805586,775500
SPY,1/10/94,47.0937,47.5937,46.9687,47.5937,593700,0,1,27.27425265,27.56382697,27.20185907,27.56382697,593700
SPY,1/11/94,47.5625,47.5625,47.3437,47.5,295200,0,1,27.54575754,27.54575754,27.41903981,27.50956074,295200
SPY,1/12/94,47.5312,47.5312,47.1875,47.3437,158400,0,1,27.52763018,27.52763018,27.32857679,27.41903981,158400
SPY,1/13/94,47.2187,47.3125,47.1562,47.2187,244300,0,1,27.34664623,27.40097037,27.31044944,27.34664623,244300
SPY,1/14/94,47.375,47.5,47.375,47.4062,137200,0,1,27.43716716,27.50956074,27.43716716,27.4552366,137200
SPY,1/19/94,47.4062,47.4687,47.25,47.3437,200800,0,1,27.4552366,27.49143339,27.36477358,27.41903981,200800
SPY,1/20/94,47.4062,47.5,47.375,47.4687,281100,0,1,27.4552366,27.50956074,27.43716716,27.49143339,281100
SPY,1/21/94,47.5312,47.5312,47.3437,47.375,85600,0,1,27.52763018,27.52763018,27.41903981,27.43716716,85600
SPY,1/24/94,47.3437,47.5625,47.1875,47.1875,373800,0,1,27.41903981,27.54575754,27.32857679,27.32857679,373800
SPY,1/25/94,47.2187,47.25,47.0937,47.1875,310400,0,1,27.34664623,27.36477358,27.27425265,27.32857679,310400
SPY,1/26/94,47.1875,47.3437,47.125,47.3125,145100,0,1,27.32857679,27.41903981,27.29238,27.40097037,145100
SPY,1/27/94,47.4062,47.8125,47.3437,47.75,344500,0,1,27.4552366,27.6905447,27.41903981,27.65434791,344500
SPY,1/28/94,47.9375,48.0312,47.875,47.875,356500,0,1,27.76293828,27.81720451,27.72674149,27.72674149,356500
SPY,1/31/94,48.0625,48.3125,48,48.2187,313800,0,1,27.83533186,27.98011902,27.79913507,27.92579488,313800
SPY,2/1/94,48.1562,48.1562,47.9062,47.9687,303600,0,1,27.88959809,27.88959809,27.74481093,27.78100772,303600
SPY,2/2/94,48.125,48.2812,48.0937,48.2812,307600,0,1,27.87152865,27.96199167,27.8534013,27.96199167,307600
SPY,2/3/94,48.1875,48.1875,47.9062,48.0625,466100,0,1,27.90772544,27.90772544,27.74481093,27.83533186,466100
SPY,2/4/94,48.0625,48.125,46.9687,46.9687,1403200,0,1,27.83533186,27.87152865,27.20185907,27.20185907,1403200
SPY,2/7/94,46.8437,47.3125,46.8437,47.1875,516400,0,1,27.12946549,27.40097037,27.12946549,27.32857679,516400
SPY,2/8/94,47.2812,47.2812,47.0312,47.2187,188200,0,1,27.38284302,27.38284302,27.23805586,27.34664623,188200
SPY,2/9/94,47.25,47.4375,47.1875,47.4062,144600,0,1,27.36477358,27.47336395,27.32857679,27.4552366,144600
SPY,2/10/94,47.375,47.4062,47,47,883900,0,1,27.43716716,27.4552366,27.21998642,27.21998642,883900
SPY,2/11/94,47.0312,47.2812,46.8125,47.1562,519400,0,1,27.23805586,27.38284302,27.11139605,27.31044944,519400
SPY,2/14/94,47.0625,47.375,47,47.2187,2742100,0,1,27.25618321,27.43716716,27.21998642,27.34664623,2742100
SPY,2/15/94,47.3125,47.5,47.25,47.4687,374700,0,1,27.40097037,27.50956074,27.36477358,27.49143339,374700
SPY,2/16/94,47.5312,47.5312,47.3437,47.4375,287600,0,1,27.52763018,27.52763018,27.41903981,27.47336395,287600
SPY,2/17/94,47.6562,47.6875,47.0312,47.1562,342400,0,1,27.60002376,27.61815112,27.23805586,27.31044944,342400
SPY,2/18/94,47.1875,47.2187,46.75,46.875,313300,0,1,27.32857679,27.34664623,27.07519926,27.14759284,313300
SPY,2/22/94,47,47.3437,47,47.3437,154500,0,1,27.21998642,27.41903981,27.21998642,27.41903981,154500
SPY,2/23/94,47.4062,47.4375,47.0625,47.2187,391700,0,1,27.4552366,27.47336395,27.25618321,27.34664623,391700
SPY,2/24/94,47.0625,47.0625,46.5625,46.5937,770800,0,1,27.25618321,27.25618321,26.96660889,26.98467833,770800
SPY,2/25/94,46.6562,46.8125,46.5625,46.8125,531300,0,1,27.02087512,27.11139605,26.96660889,27.11139605,531300
SPY,2/28/94,46.9375,47.0625,46.8125,46.8125,333000,0,1,27.18378963,27.25618321,27.11139605,27.11139605,333000
SPY,3/1/94,46.8125,46.9062,46.375,46.625,423600,0,1,27.11139605,27.16566228,26.85801852,27.00280568,423600
SPY,3/2/94,46.0312,46.6875,45.9062,46.6875,581500,0,1,26.65890721,27.03900247,26.58651363,27.03900247,581500
SPY,3/3/94,46.625,46.625,46.4375,46.5625,223200,0,1,27.00280568,27.00280568,26.89421531,26.96660889,223200
SPY,3/4/94,46.5625,46.8125,46.4062,46.6875,595800,0,1,26.96660889,27.11139605,26.87608795,27.03900247,595800
SPY,3/7/94,46.8437,47,46.8437,46.9375,539800,0,1,27.12946549,27.21998642,27.12946549,27.18378963,539800
SPY,3/8/94,46.9687,46.9687,46.6875,46.75,880300,0,1,27.20185907,27.20185907,27.03900247,27.07519926,880300
SPY,3/9/94,46.8125,47,46.5937,46.9687,2500100,0,1,27.11139605,27.21998642,26.98467833,27.20185907,2500100
SPY,3/10/94,46.9375,46.9375,46.4375,46.5937,207400,0,1,27.18378963,27.18378963,26.89421531,26.98467833,207400
SPY,3/11/94,46.6562,46.9062,46.4062,46.8437,576600,0,1,27.02087512,27.16566228,26.87608795,27.12946549,576600
SPY,3/14/94,47.0312,47.0312,46.8437,46.9062,345900,0,1,27.23805586,27.23805586,27.12946549,27.16566228,345900
SPY,3/15/94,47,47.0937,46.8437,46.875,748600,0,1,27.21998642,27.27425265,27.12946549,27.14759284,748600
SPY,3/16/94,46.9375,47.25,46.7812,47.25,455500,0,1,27.18378963,27.36477358,27.0932687,27.36477358,455500
SPY,3/17/94,47.0937,47.3125,47.0937,47.25,133000,0,1,27.27425265,27.40097037,27.27425265,27.36477358,133000
SPY,3/18/94,46.75,47.0312,46.7187,46.9687,365500,0.271,1,27.23141774,27.39521399,27.2131858,27.35880835,365500
SPY,3/21/94,46.8125,46.9375,46.7187,46.8437,324800,0,1,27.26782338,27.34063466,27.2131858,27.28599707,324800
SPY,3/22/94,46.8437,47.0625,46.75,46.9687,435700,0,1,27.28599707,27.41344593,27.23141774,27.35880835,435700
SPY,3/23/94,46.9375,47.0625,46.9062,46.9375,698500,0,1,27.34063466,27.41344593,27.32240271,27.34063466,698500
SPY,3/24/94,46.75,46.8437,46.1562,46.375,1200500,0,1,27.23141774,27.28599707,26.88553505,27.01298391,1200500
SPY,3/25/94,46.4062,46.5312,45.9375,45.9375,100900,0,1,27.0311576,27.10396888,26.75814444,26.75814444,100900
SPY,3/28/94,46,46.0625,45.5937,46,1117200,0,1,26.79455008,26.83095572,26.5578843,26.79455008,1117200
SPY,3/29/94,46,46.0312,45.0937,45.0937,338400,0,1,26.79455008,26.81272377,26.26663919,26.26663919,338400
SPY,3/30/94,45.125,45.25,44.4687,44.4687,1123900,0,1,26.28487114,26.35768241,25.9025828,25.9025828,1123900
SPY,3/31/94,44.4687,44.6875,43.5312,44.5937,788800,0,1,25.9025828,26.03003166,25.35649822,25.97539408,788800
SPY,4/4/94,43.3437,44.0312,43.3437,43.9062,2627300,0,1,25.24728131,25.64774333,25.24728131,25.57493206,2627300
SPY,4/5/94,44.3437,44.8125,44.3437,44.8125,1179000,0,1,25.82977153,26.10284294,25.82977153,26.10284294,1179000
SPY,4/6/94,44.875,44.9062,44.5,44.8125,516500,0,1,26.13924858,26.15742228,25.92081475,26.10284294,516500
SPY,4/7/94,44.7812,45.125,44.5312,45.0312,666100,0,1,26.084611,26.28487114,25.93898844,26.23023355,666100
SPY,4/8/94,44.9375,44.9375,44.4687,44.6875,242400,0,1,26.17565422,26.17565422,25.9025828,26.03003166,242400
SPY,4/11/94,44.8125,45.0625,44.703098,44.875,203300,0,1,26.10284294,26.2484655,26.03911735,26.13924858,203300
SPY,4/12/94,44.921799,45,44.7187,44.8125,1409200,0,1,26.16650854,26.21205986,26.04820536,26.10284294,1409200
SPY,4/13/94,44.796799,44.9062,44.25,44.578098,364100,0,1,26.09369726,26.15742228,25.77519219,25.96630607,364100
SPY,4/14/94,44.5,44.828098,44.4062,44.5937,419900,0,1,25.92081475,26.11192862,25.86617717,25.97539408,419900
SPY,4/15/94,44.578098,44.7812,44.515598,44.5937,387300,0,1,25.96630607,26.084611,25.92990043,25.97539408,387300
SPY,4/18/94,44.640598,44.765598,44.1562,44.296799,369100,0,1,26.00271171,26.07552299,25.72055461,25.80245215,369100
SPY,4/19/94,44.25,44.5312,43.984299,44.359299,472200,0,1,25.77519219,25.93898844,25.62042396,25.83885779,472200
SPY,4/20/94,44.4062,44.515598,44.078098,44.3125,508000,0,1,25.86617717,25.92990043,25.67506096,25.81159783,508000
SPY,4/21/94,44.5,44.9687,44.3437,44.9062,200300,0,1,25.92081475,26.19382791,25.82977153,26.15742228,200300
SPY,4/22/94,45.015598,45.046799,44.734299,44.859299,301800,0,1,26.22114554,26.23931982,26.05729162,26.1301029,301800
SPY,4/25/94,44.8437,45.359299,44.8437,45.328098,394600,0,1,26.12101664,26.42134801,26.12101664,26.40317373,394600
SPY,4/26/94,45.265598,45.3437,45.1875,45.2812,399000,0,1,26.3667681,26.41226175,26.32127677,26.37585611,399000
SPY,4/28/94,45.1875,45.25,44.8125,44.953098,287000,0,1,26.32127677,26.35768241,26.10284294,26.1847399,287000
SPY,4/29/94,44.875,45.1562,44.8125,45.0937,481900,0,1,26.13924858,26.30304483,26.10284294,26.26663919,481900
SPY,5/2/94,45.0937,45.7187,44.9375,45.375,275000,0,1,26.26663919,26.63069558,26.17565422,26.43049369,275000
SPY,5/3/94,45.390598,45.4062,45.0625,45.328098,183400,0,1,26.43957937,26.44866738,26.2484655,26.40317373,183400
SPY,5/4/94,45.421799,45.421799,45.078098,45.25,401900,0,1,26.45775365,26.45775365,26.25755118,26.35768241,401900
SPY,5/5/94,45.296799,45.375,45.1875,45.1875,659800,0,1,26.38494237,26.43049369,26.32127677,26.32127677,659800
SPY,5/6/94,44.9687,44.9687,44.5937,44.75,216300,0,1,26.19382791,26.19382791,25.97539408,26.0664373,216300
SPY,5/9/94,44.625,44.75,44.2812,44.359299,499300,0,1,25.99362603,26.0664373,25.79336589,25.83885779,499300
SPY,5/10/94,44.578098,44.8437,44.546799,44.703098,583400,0,1,25.96630607,26.12101664,25.94807471,26.03911735,583400
SPY,5/11/94,44.6562,44.7187,44.171799,44.296799,210600,0,1,26.01179972,26.04820536,25.72964088,25.80245215,210600
SPY,5/12/94,44.578098,44.625,44.4062,44.515598,305200,0,1,25.96630607,25.99362603,25.86617717,25.92990043,305200
SPY,5/13/94,44.640598,44.640598,44.296799,44.515598,321300,0,1,26.00271171,26.00271171,25.80245215,25.92990043,321300
SPY,5/16/94,44.609299,44.75,44.515598,44.5312,450400,0,1,25.98448035,26.0664373,25.92990043,25.93898844,450400
SPY,5/17/94,44.5625,45.1875,44.5,45.1875,470200,0,1,25.95722039,26.32127677,25.92081475,26.32127677,470200
SPY,5/18/94,45.2187,45.6875,45.015598,45.515598,824800,0,1,26.33945047,26.61252188,26.22114554,26.51239065,824800
SPY,5/19/94,45.421799,45.859299,45.421799,45.734299,531000,0,1,26.45775365,26.71259312,26.45775365,26.63978184,531000
SPY,5/20/94,45.6562,45.6875,45.5,45.5625,370400,0,1,26.59428994,26.61252188,26.50330497,26.53971061,370400
SPY,5/23/94,45.515598,45.5312,45.3437,45.484299,262700,0,1,26.51239065,26.52147866,26.41226175,26.49415929,262700
SPY,5/24/94,45.609299,45.8437,45.609299,45.671799,549600,0,1,26.56697057,26.70350686,26.56697057,26.6033762,549600
SPY,5/25/94,45.5,45.828098,45.3437,45.796799,738200,0,1,26.50330497,26.69441884,26.41226175,26.67618748,738200
SPY,5/26/94,45.7812,45.9375,45.734299,45.828098,369600,0,1,26.66710122,26.75814444,26.63978184,26.69441884,369600
SPY,5/27/94,45.75,45.875,45.671799,45.875,162000,0,1,26.64892752,26.7217388,26.6033762,26.7217388,162000
SPY,5/31/94,45.734299,45.9062,45.6562,45.8125,160000,0,1,26.63978184,26.73991249,26.59428994,26.68533316,160000
SPY,6/1/94,45.703098,46.015598,45.5625,46.015598,200500,0,1,26.62160757,26.80363576,26.53971061,26.80363576,200500
SPY,6/2/94,46.046799,46.046799,45.890598,45.9687,55100,0,1,26.82181004,26.82181004,26.73082448,26.77631813,55100
SPY,6/3/94,46,46.390598,45.859299,46.234299,550400,0,1,26.79455008,27.02206959,26.71259312,26.93102695,550400
SPY,6/6/94,46.328098,46.4687,46.1875,46.2187,99300,0,1,26.98566395,27.06756324,26.90376699,26.92194069,99300
SPY,6/7/94,46.140598,46.2187,46.0312,46.1562,120600,0,1,26.87644704,26.92194069,26.81272377,26.88553505,120600
SPY,6/8/94,46.265598,46.265598,45.7812,45.7812,131900,0,1,26.94925831,26.94925831,26.66710122,26.66710122,131900
SPY,6/9/94,45.984299,46.0312,45.890598,46.0312,80500,0,1,26.7854044,26.81272377,26.73082448,26.81272377,80500
SPY,6/10/94,46.078098,46.203098,46.078098,46.109299,83100,0,1,26.8400414,26.91285268,26.8400414,26.85821568,83100
SPY,6/13/94,46.046799,46.1875,46.0312,46.171799,109700,0,1,26.82181004,26.90376699,26.81272377,26.89462131,109700
SPY,6/14/94,46.3125,46.546799,46.3125,46.5312,161000,0,1,26.97657827,27.11305515,26.97657827,27.10396888,161000
SPY,6/15/94,46.546799,46.5625,46.3125,46.3437,142800,0,1,27.11305515,27.12220083,26.97657827,26.99475197,142800
SPY,6/16/94,46.3437,46.4687,46.296799,46.4375,44000,0,1,26.99475197,27.06756324,26.96743259,27.04938955,44000
SPY,6/17/94,46.1562,46.203098,45.8125,45.875,403800,0.305,1,27.06428357,27.09178281,26.86275063,26.89939832,403800
SPY,6/20/94,45.546799,45.625,45.4375,45.484299,137400,0,1,26.70695342,26.75280759,26.64286454,26.67030574,137400
SPY,6/21/94,45.453098,45.453098,44.9062,45.0937,139200,0,1,26.65201063,26.65201063,26.33132993,26.44127298,139200
SPY,6/22/94,45.2187,45.421799,45.171799,45.265598,279900,0,1,26.51456834,26.63365806,26.48706733,26.54206759,279900
SPY,6/23/94,45.3437,45.4062,44.9375,45,922500,0,1,26.5878637,26.62451139,26.34968309,26.38633077,922500
SPY,6/24/94,44.7812,44.7812,44,44.0625,353800,0,1,26.25803457,26.25803457,25.79996787,25.83661555,353800
SPY,6/27/94,44.234299,44.828098,44.015598,44.828098,371200,0,1,25.93735211,26.28553382,25.80911396,26.28553382,371200
SPY,6/28/94,44.8437,44.8437,44.25,44.609299,5382300,0,1,26.29468225,26.29468225,25.94655859,26.1572382,5382300
SPY,6/29/94,44.671799,45.015598,44.625,44.75,311800,0,1,26.19388588,26.39547686,26.16644468,26.23974005,311800
SPY,1/5/95,46.0312,46.109299,45.953098,46,89800,0,1,27.37179478,27.41823523,27.32535254,27.35324214,89800
SPY,1/6/95,46.0937,46.25,45.9062,46.046799,448400,0,1,27.40895951,27.50190107,27.29746531,27.3810705,448400
SPY,1/9/95,46.0312,46.0937,46,46.0937,36800,0,1,27.37179478,27.40895951,27.35324214,27.40895951,36800
SPY,1/10/95,46.203098,46.390598,46.140598,46.140598,229800,0,1,27.47401146,27.58550566,27.43684673,27.43684673,229800
